"ANIO","MES","CASO","ESTADO","TIPO","ACTIVIDAD","FASE_CASO_ACTIVO","EMPRESA","MOMENTO_DIALOGO","MECANISMO_DIALOGO","HECHO_VIOLENCIA","PARTICIPACION_DP_DIALOGO","DIALOGO_POST_CRISIS","COMPETENCIA_GOBIERNO","PRESENCIA_DP","MULTIRREGION_NACIONAL","PAIS","DEPARTAMENTO","UBIGEO_DEPARTAMENTO","PROVINCIA","UBIGEO_PROVINCIA","DISTRITO","UBIGEO_DISTRITO","LOCALIDAD","OTROS_LUGARES","DIRECCION","Fases activos"
2020,7,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,,"Cusco","08","Espinar","0808","Pallpata","080805",,"Alto Pichigua, Pichigua, Condoroma,  Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2020,8,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Alto Pichigua, Pichigua, Condoroma,  Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2020,9,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Alto Pichigua, Pichigua, Condoroma,  Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2020,10,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Alto Pichigua, Pichigua, Condoroma,  Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2020,11,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,,"Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2020,12,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2021,1,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería",,"Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata","Diálogo"
2021,2,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,3,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,4,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,5,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,6,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,7,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,8,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,9,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,10,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,11,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2021,12,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,1,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,2,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,3,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Inicio","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,4,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,5,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,6,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,7,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,8,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,9,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,10,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,11,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2022,12,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,1,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,2,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,3,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,4,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,5,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,6,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,7,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,8,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,9,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,10,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,11,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2023,12,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Espinar Pallpata",
2024,1,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,2,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,3,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,4,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,5,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,6,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,7,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,8,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,9,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,10,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,11,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2024,12,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,1,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,2,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,3,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805",,"Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,4,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805","C.C. Huacroyuta Marquiri / C.C. Huarcapata / C.C. Chorrillo / C.C. Antacama / C.C. Pallpata / C.C. Canlletera / C.C. Cruz Pampa / C.C. Pirhuayani / C.C. Mamanocca / C.C. Jaruma Alccasana","Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,5,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805","C.C. Huacroyuta Marquiri / C.C. Huarcapata / C.C. Chorrillo / C.C. Antacama / C.C. Pallpata / C.C. Canlletera / C.C. Cruz Pampa / C.C. Pirhuayani / C.C. Mamanocca / C.C. Jaruma Alccasana","Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
2025,6,"10 CC Pallpata - Antapaccay","Activo","Socioambiental","Minería","Diálogo","Compañía Minera Antapaccay S.A.","Suspendido","Reuniones preparatorias para el diálogo","Sí","Colaborador","No","Gobierno nacional","Colaboración, observación activa y supervisión",,"Perú","Cusco","08","Espinar","0808","Pallpata","080805","C.C. Huacroyuta Marquiri / C.C. Huarcapata / C.C. Chorrillo / C.C. Antacama / C.C. Pallpata / C.C. Canlletera / C.C. Cruz Pampa / C.C. Pirhuayani / C.C. Mamanocca / C.C. Jaruma Alccasana","Región Cusco, provincia de Espinar, distritos de Alto Pichigua, Pichigua, Condoroma y Ocoruro","Perú Cusco Espinar Pallpata",
