"ANIO","MES","CASO","ESTADO","TIPO","ACTIVIDAD","FASE_CASO_ACTIVO","EMPRESA","MOMENTO_DIALOGO","MECANISMO_DIALOGO","HECHO_VIOLENCIA","PARTICIPACION_DP_DIALOGO","DIALOGO_POST_CRISIS","COMPETENCIA_GOBIERNO","PRESENCIA_DP","MULTIRREGION_NACIONAL","PAIS","DEPARTAMENTO","UBIGEO_DEPARTAMENTO","PROVINCIA","UBIGEO_PROVINCIA","DISTRITO","UBIGEO_DISTRITO","LOCALIDAD","OTROS_LUGARES","DIRECCION","Fases activos"
2020,5,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,,"Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Escalamiento"
2020,6,"Chincheros-GORE Apurímac",,"Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,7,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,,"Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,8,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,9,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,10,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,11,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,,"Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2020,12,"Chincheros-GORE Apurímac","Activo","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros","Desescalamiento"
2021,1,"Chincheros-GORE Apurímac","Resuelto","Asuntos de gobierno regional",,,,,,"No",,,"Gobierno regional","Colaboración, observación activa y supervisión",,"Perú","Apurímac","03","Chincheros","0306","Chincheros","030601",,,"Perú Apurímac Chincheros Chincheros",
2019,1,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,2,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,3,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,4,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,5,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar","Diálogo"
2019,6,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05",,,"Anco",,"Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2019,12,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Observador / Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,1,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,2,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,3,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,4,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,5,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,6,"Chiquintirca - TGP",,"Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,8,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,,"Ayacucho","05","La Mar","0505","Anco","050502","Comunidad campesina Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2020,12,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2021,1,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos",,"Empresa Transportadora de Gas","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco","Diálogo"
2021,2,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Empresa Transportadora de Gas","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,3,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,4,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,5,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,6,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,8,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación directa","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2021,12,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,1,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,2,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,3,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,4,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,5,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,6,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,8,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2022,12,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,1,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,2,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","Suspendido","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,3,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,4,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,5,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,6,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,8,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2023,12,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú La Mar Anco",
2024,1,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,2,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,3,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,4,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,5,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,6,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,7,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,8,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,9,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,10,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
2024,11,"Chiquintirca - TGP","Activo","Socioambiental","Hidrocarburos","Diálogo","Transportadora de Gas del Perú S.A.","En progreso","Mesa de diálogo: negociación mediada o asistida","No","Colaborador",,"Gobierno nacional","Solo monitoreo",,"Perú","Ayacucho","05","La Mar","0505","Anco","050502","C.C. Chiquintirca",,"Perú Ayacucho La Mar Anco",
